"REF_DATE","GEO","DGUID","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019-10","Prince Albert and Northern, Saskatchewan","","Payroll employees","Number","223","units","0","v1374464943","61.2","76910","A","","","0"
"2019-10","Prince Albert and Northern, Saskatchewan","","Job vacancy rate","Percentage","242","units","0","v1374464944","61.3","2.7","C","","","1"
"2019-10","Alberta","2016A000248","Job vacancies","Number","223","units","0","v1374464945","62.1","48675","A","","","0"
"2019-10","Alberta","2016A000248","Payroll employees","Number","223","units","0","v1374464946","62.2","1976110","A","","","0"
"2019-10","Alberta","2016A000248","Job vacancy rate","Percentage","242","units","0","v1374464947","62.3","2.4","A","","","1"
"2019-10","Lethbridge-Medicine Hat, Alberta","2016S05004810","Job vacancies","Number","223","units","0","v1374464948","63.1","2905","B","","","0"
"2019-10","Lethbridge-Medicine Hat, Alberta","2016S05004810","Payroll employees","Number","223","units","0","v1374464949","63.2","121845","A","","","0"
"2019-10","Lethbridge-Medicine Hat, Alberta","2016S05004810","Job vacancy rate","Percentage","242","units","0","v1374464950","63.3","2.3","B","","","1"
"2019-10","Camrose-Drumheller, Alberta","2016S05004820","Job vacancies","Number","223","units","0","v1374464951","64.1","1935","B","","","0"
"2019-10","Camrose-Drumheller, Alberta","2016S05004820","Payroll employees","Number","223","units","0","v1374464952","64.2","78695","B","","","0"
"2019-10","Camrose-Drumheller, Alberta","2016S05004820","Job vacancy rate","Percentage","242","units","0","v1374464953","64.3","2.4","B","","","1"
"2019-10","Calgary, Alberta","2016S05004830","Job vacancies","Number","223","units","0","v1374464954","65.1","18255","A","","","0"
"2019-10","Calgary, Alberta","2016S05004830","Payroll employees","Number","223","units","0","v1374464955","65.2","762260","A","","","0"
"2019-10","Calgary, Alberta","2016S05004830","Job vacancy rate","Percentage","242","units","0","v1374464956","65.3","2.3","A","","","1"
"2019-10","Banff-Jasper-Rocky Mountain House and Athabasca-Grande Prairie-Peace River, Alberta","","Job vacancies","Number","223","units","0","v1374464957","66.1","6350","B","","","0"
"2019-10","Banff-Jasper-Rocky Mountain House and Athabasca-Grande Prairie-Peace River, Alberta","","Payroll employees","Number","223","units","0","v1374464958","66.2","158610","A","","","0"
"2019-10","Banff-Jasper-Rocky Mountain House and Athabasca-Grande Prairie-Peace River, Alberta","","Job vacancy rate","Percentage","242","units","0","v1374464959","66.3","3.8","B","","","1"
"2019-10","Red Deer, Alberta","2016S05004850","Job vacancies","Number","223","units","0","v1374464960","67.1","1675","B","","","0"
"2019-10","Red Deer, Alberta","2016S05004850","Payroll employees","Number","223","units","0","v1374464961","67.2","86585","A","","","0"
"2019-10","Red Deer, Alberta","2016S05004850","Job vacancy rate","Percentage","242","units","0","v1374464962","67.3","1.9","B","","","1"
"2019-10","Edmonton, Alberta","2016S05004860","Job vacancies","Number","223","units","0","v1374464963","68.1","15455","B","","","0"
"2019-10","Edmonton, Alberta","2016S05004860","Payroll employees","Number","223","units","0","v1374464964","68.2","673565","A","","","0"
"2019-10","Edmonton, Alberta","2016S05004860","Job vacancy rate","Percentage","242","units","0","v1374464965","68.3","2.2","B","","","1"
"2019-10","Wood Buffalo-Cold Lake, Alberta","2016S05004880","Job vacancies","Number","223","units","0","v1374464966","69.1","2100","B","","","0"
"2019-10","Wood Buffalo-Cold Lake, Alberta","2016S05004880","Payroll employees","Number","223","units","0","v1374464967","69.2","94555","B","","","0"
"2019-10","Wood Buffalo-Cold Lake, Alberta","2016S05004880","Job vacancy rate","Percentage","242","units","0","v1374464968","69.3","2.2","B","","","1"
"2019-10","British Columbia","2016A000259","Job vacancies","Number","223","units","0","v1374464969","70.1","94070","A","","","0"
"2019-10","British Columbia","2016A000259","Payroll employees","Number","223","units","0","v1374464970","70.2","2257265","A","","","0"
"2019-10","British Columbia","2016A000259","Job vacancy rate","Percentage","242","units","0","v1374464971","70.3","4.0","A","","","1"
"2019-10","Vancouver Island and Coast, British Columbia","2016S05005910","Job vacancies","Number","223","units","0","v1374464972","71.1","10970","B","","","0"
"2019-10","Vancouver Island and Coast, British Columbia","2016S05005910","Payroll employees","Number","223","units","0","v1374464973","71.2","328435","A","","","0"
"2019-10","Vancouver Island and Coast, British Columbia","2016S05005910","Job vacancy rate","Percentage","242","units","0","v1374464974","71.3","3.2","B","","","1"
"2019-10","Lower Mainland-Southwest, British Columbia","2016S05005920","Job vacancies","Number","223","units","0","v1374464975","72.1","64230","A","","","0"
"2019-10","Lower Mainland-Southwest, British Columbia","2016S05005920","Payroll employees","Number","223","units","0","v1374464976","72.2","1463230","A","","","0"
"2019-10","Lower Mainland-Southwest, British Columbia","2016S05005920","Job vacancy rate","Percentage","242","units","0","v1374464977","72.3","4.2","A","","","1"
"2019-10","Thompson-Okanagan, British Columbia","2016S05005930","Job vacancies","Number","223","units","0","v1374464978","73.1","10770","B","","","0"
"2019-10","Thompson-Okanagan, British Columbia","2016S05005930","Payroll employees","Number","223","units","0","v1374464979","73.2","239520","A","","","0"
"2019-10","Thompson-Okanagan, British Columbia","2016S05005930","Job vacancy rate","Percentage","242","units","0","v1374464980","73.3","4.3","B","","","1"
"2019-10","Kootenay, British Columbia","2016S05005940","Job vacancies","Number","223","units","0","v1374464981","74.1","2490","B","","","0"
"2019-10","Kootenay, British Columbia","2016S05005940","Payroll employees","Number","223","units","0","v1374464982","74.2","64550","A","","","0"
"2019-10","Kootenay, British Columbia","2016S05005940","Job vacancy rate","Percentage","242","units","0","v1374464983","74.3","3.7","B","","","1"
"2019-10","Cariboo, British Columbia","2016S05005950","Job vacancies","Number","223","units","0","v1374464984","75.1","2440","B","","","0"
"2019-10","Cariboo, British Columbia","2016S05005950","Payroll employees","Number","223","units","0","v1374464985","75.2","82175","C","","","0"
"2019-10","Cariboo, British Columbia","2016S05005950","Job vacancy rate","Percentage","242","units","0","v1374464986","75.3","2.9","C","","","1"
"2019-10","North Coast and Nechako, British Columbia","","Job vacancies","Number","223","units","0","v1374464987","76.1","1745","B","","","0"
"2019-10","North Coast and Nechako, British Columbia","","Payroll employees","Number","223","units","0","v1374464988","76.2","41410","B","","","0"
"2019-10","North Coast and Nechako, British Columbia","","Job vacancy rate","Percentage","242","units","0","v1374464989","76.3","4.0","B","","","1"
"2019-10","Northeast, British Columbia","2016S05005980","Job vacancies","Number","223","units","0","v1374464990","77.1","1425","B","","","0"
"2019-10","Northeast, British Columbia","2016S05005980","Payroll employees","Number","223","units","0","v1374464991","77.2","37945","A","","","0"
"2019-10","Northeast, British Columbia","2016S05005980","Job vacancy rate","Percentage","242","units","0","v1374464992","77.3","3.6","B","","","1"
"2019-10","Yukon","2016A000260","Job vacancies","Number","223","units","0","v1374464993","78.1","1035","D","","","0"
"2019-10","Yukon","2016A000260","Payroll employees","Number","223","units","0","v1374464994","78.2","17445","A","","","0"
"2019-10","Yukon","2016A000260","Job vacancy rate","Percentage","242","units","0","v1374464995","78.3","5.6","D","","","1"
"2019-10","Yukon","2016S05006010","Job vacancies","Number","223","units","0","v1374464996","79.1","1035","D","","","0"
"2019-10","Yukon","2016S05006010","Payroll employees","Number","223","units","0","v1374464997","79.2","17445","A","","","0"
"2019-10","Yukon","2016S05006010","Job vacancy rate","Percentage","242","units","0","v1374464998","79.3","5.6","D","","","1"
"2019-10","Northwest Territories","2016A000261","Job vacancies","Number","223","units","0","v1374464999","80.1","560","C","","","0"
"2019-10","Northwest Territories","2016A000261","Payroll employees","Number","223","units","0","v1374465000","80.2","21300","A","","","0"
"2019-10","Northwest Territories","2016A000261","Job vacancy rate","Percentage","242","units","0","v1374465001","80.3","2.6","C","","","1"
"2019-10","Northwest Territories","2016S05006110","Job vacancies","Number","223","units","0","v1374465002","81.1","560","C","","","0"
"2019-10","Northwest Territories","2016S05006110","Payroll employees","Number","223","units","0","v1374465003","81.2","21300","A","","","0"
"2019-10","Northwest Territories","2016S05006110","Job vacancy rate","Percentage","242","units","0","v1374465004","81.3","2.6","C","","","1"
"2019-10","Nunavut","2016A000262","Job vacancies","Number","223","units","0","v1374465005","82.1","430","C","","","0"
"2019-10","Nunavut","2016A000262","Payroll employees","Number","223","units","0","v1374465006","82.2","13940","A","","","0"
"2019-10","Nunavut","2016A000262","Job vacancy rate","Percentage","242","units","0","v1374465007","82.3","3.0","C","","","1"
"2019-10","Nunavut","2016S05006210","Job vacancies","Number","223","units","0","v1374465008","83.1","430","C","","","0"
"2019-10","Nunavut","2016S05006210","Payroll employees","Number","223","units","0","v1374465009","83.2","13940","A","","","0"
"2019-10","Nunavut","2016S05006210","Job vacancy rate","Percentage","242","units","0","v1374465010","83.3","3.0","C","","","1"
"2020-01","Canada","2016A000011124","Job vacancies","Number","223","units","0","v1374464762","1.1","555615","A","","","0"
"2020-01","Canada","2016A000011124","Payroll employees","Number","223","units","0","v1374464763","1.2","16293240","A","","","0"
"2020-01","Canada","2016A000011124","Job vacancy rate","Percentage","242","units","0","v1374464764","1.3","3.3","A","","","1"
"2020-01","Newfoundland and Labrador","2016A000210","Job vacancies","Number","223","units","0","v1374464765","2.1","5600","B","","","0"
"2020-01","Newfoundland and Labrador","2016A000210","Payroll employees","Number","223","units","0","v1374464766","2.2","196565","A","","","0"
"2020-01","Newfoundland and Labrador","2016A000210","Job vacancy rate","Percentage","242","units","0","v1374464767","2.3","2.8","B","","","1"
"2020-01","Avalon Peninsula, Newfoundland and Labrador","2016S05001010","Job vacancies","Number","223","units","0","v1374464768","3.1","3335","B","","","0"
"2020-01","Avalon Peninsula, Newfoundland and Labrador","2016S05001010","Payroll employees","Number","223","units","0","v1374464769","3.2","129070","A","","","0"
"2020-01","Avalon Peninsula, Newfoundland and Labrador","2016S05001010","Job vacancy rate","Percentage","242","units","0","v1374464770","3.3","2.5","B","","","1"
"2020-01","South Coast-Burin Peninsula and Notre Dame-Central Bonavista Bay, Newfoundland and Labrador","","Job vacancies","Number","223","units","0","v1374464771","4.1","700","C","","","0"
"2020-01","South Coast-Burin Peninsula and Notre Dame-Central Bonavista Bay, Newfoundland and Labrador","","Payroll employees","Number","223","units","0","v1374464772","4.2","33280","A","","","0"
"2020-01","South Coast-Burin Peninsula and Notre Dame-Central Bonavista Bay, Newfoundland and Labrador","","Job vacancy rate","Percentage","242","units","0","v1374464773","4.3","2.1","C","","","1"
"2020-01","West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador","2016S05001030","Job vacancies","Number","223","units","0","v1374464774","5.1","1565","C","","","0"
"2020-01","West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador","2016S05001030","Payroll employees","Number","223","units","0","v1374464775","5.2","34220","A","","","0"
"2020-01","West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador","2016S05001030","Job vacancy rate","Percentage","242","units","0","v1374464776","5.3","4.4","C","","","1"
"2020-01","Prince Edward Island","2016A000211","Job vacancies","Number","223","units","0","v1374464777","6.1","2345","C","","","0"
"2020-01","Prince Edward Island","2016A000211","Payroll employees","Number","223","units","0","v1374464778","6.2","64405","A","","","0"
"2020-01","Prince Edward Island","2016A000211","Job vacancy rate","Percentage","242","units","0","v1374464779","6.3","3.5","C","","","1"
"2020-01","Prince Edward Island","2016S05001110","Job vacancies","Number","223","units","0","v1374464780","7.1","2345","C","","","0"
"2020-01","Prince Edward Island","2016S05001110","Payroll employees","Number","223","units","0","v1374464781","7.2","64405","A","","","0"
"2020-01","Prince Edward Island","2016S05001110","Job vacancy rate","Percentage","242","units","0","v1374464782","7.3","3.5","C","","","1"
"2020-01","Nova Scotia","2016A000212","Job vacancies","Number","223","units","0","v1374464783","8.1","11875","A","","","0"
"2020-01","Nova Scotia","2016A000212","Payroll employees","Number","223","units","0","v1374464784","8.2","402560","A","","","0"
"2020-01","Nova Scotia","2016A000212","Job vacancy rate","Percentage","242","units","0","v1374464785","8.3","2.9","A","","","1"
"2020-01","Cape Breton, Nova Scotia","2016S05001210","Job vacancies","Number","223","units","0","v1374464786","9.1","1025","C","","","0"
"2020-01","Cape Breton, Nova Scotia","2016S05001210","Payroll employees","Number","223","units","0","v1374464787","9.2","48360","B","","","0"
"2020-01","Cape Breton, Nova Scotia","2016S05001210","Job vacancy rate","Percentage","242","units","0","v1374464788","9.3","2.1","B","","","1"
"2020-01","North Shore, Nova Scotia","2016S05001220","Job vacancies","Number","223","units","0","v1374464789","10.1","1575","B","","","0"
"2020-01","North Shore, Nova Scotia","2016S05001220","Payroll employees","Number","223","units","0","v1374464790","10.2","54160","A","","","0"
"2020-01","North Shore, Nova Scotia","2016S05001220","Job vacancy rate","Percentage","242","units","0","v1374464791","10.3","2.8","B","","","1"
"2020-01","Annapolis Valley, Nova Scotia","2016S05001230","Job vacancies","Number","223","units","0","v1374464792","11.1","1170","B","","","0"
"2020-01","Annapolis Valley, Nova Scotia","2016S05001230","Payroll employees","Number","223","units","0","v1374464793","11.2","42730","A","","","0"
"2020-01","Annapolis Valley, Nova Scotia","2016S05001230","Job vacancy rate","Percentage","242","units","0","v1374464794","11.3","2.7","B","","","1"
"2020-01","Southern, Nova Scotia","2016S05001240","Job vacancies","Number","223","units","0","v1374464795","12.1","1115","C","","","0"
"2020-01","Southern, Nova Scotia","2016S05001240","Payroll employees","Number","223","units","0","v1374464796","12.2","44420","A","","","0"
"2020-01","Southern, Nova Scotia","2016S05001240","Job vacancy rate","Percentage","242","units","0","v1374464797","12.3","2.5","C","","","1"
"2020-01","Halifax, Nova Scotia","2016S05001250","Job vacancies","Number","223","units","0","v1374464798","13.1","6985","B","","","0"
"2020-01","Halifax, Nova Scotia","2016S05001250","Payroll employees","Number","223","units","0","v1374464799","13.2","212890","A","","","0"
"2020-01","Halifax, Nova Scotia","2016S05001250","Job vacancy rate","Percentage","242","units","0","v1374464800","13.3","3.2","B","","","1"
"2020-01","New Brunswick","2016A000213","Job vacancies","Number","223","units","0","v1374464801","14.1","11145","B","","","0"
"2020-01","New Brunswick","2016A000213","Payroll employees","Number","223","units","0","v1374464802","14.2","306965","A","","","0"
"2020-01","New Brunswick","2016A000213","Job vacancy rate","Percentage","242","units","0","v1374464803","14.3","3.5","B","","","1"
"2020-01","Campbellton-Miramichi, New Brunswick","2016S05001310","Job vacancies","Number","223","units","0","v1374464804","15.1","1545","C","","","0"
"2020-01","Campbellton-Miramichi, New Brunswick","2016S05001310","Payroll employees","Number","223","units","0","v1374464805","15.2","50810","A","","","0"
"2020-01","Campbellton-Miramichi, New Brunswick","2016S05001310","Job vacancy rate","Percentage","242","units","0","v1374464806","15.3","3.0","C","","","1"
"2020-01","Moncton-Richibucto, New Brunswick","2016S05001320","Job vacancies","Number","223","units","0","v1374464807","16.1","4605","C","","","0"
"2020-01","Moncton-Richibucto, New Brunswick","2016S05001320","Payroll employees","Number","223","units","0","v1374464808","16.2","103950","A","","","0"
"2020-01","Moncton-Richibucto, New Brunswick","2016S05001320","Job vacancy rate","Percentage","242","units","0","v1374464809","16.3","4.2","C","","","1"
"2020-01","Saint John-St. Stephen, New Brunswick","2016S05001330","Job vacancies","Number","223","units","0","v1374464810","17.1","2540","D","","","0"
"2020-01","Saint John-St. Stephen, New Brunswick","2016S05001330","Payroll employees","Number","223","units","0","v1374464811","17.2","65900","A","","","0"
"2020-01","Saint John-St. Stephen, New Brunswick","2016S05001330","Job vacancy rate","Percentage","242","units","0","v1374464812","17.3","3.7","D","","","1"
"2020-01","Fredericton-Oromocto, New Brunswick","2016S05001340","Job vacancies","Number","223","units","0","v1374464813","18.1","1490","B","","","0"
"2020-01","Fredericton-Oromocto, New Brunswick","2016S05001340","Payroll employees","Number","223","units","0","v1374464814","18.2","53885","A","","","0"
"2020-01","Fredericton-Oromocto, New Brunswick","2016S05001340","Job vacancy rate","Percentage","242","units","0","v1374464815","18.3","2.7","B","","","1"
"2020-01","Edmundston-Woodstock, New Brunswick","2016S05001350","Job vacancies","Number","223","units","0","v1374464816","19.1","955","C","","","0"
"2020-01","Edmundston-Woodstock, New Brunswick","2016S05001350","Payroll employees","Number","223","units","0","v1374464817","19.2","32420","A","","","0"
"2020-01","Edmundston-Woodstock, New Brunswick","2016S05001350","Job vacancy rate","Percentage","242","units","0","v1374464818","19.3","2.9","C","","","1"
"2020-01","Quebec","2016A000224","Job vacancies","Number","223","units","0","v1374464819","20.1","143675","A","","","0"
"2020-01","Quebec","2016A000224","Payroll employees","Number","223","units","0","v1374464820","20.2","3652170","A","","","0"
"2020-01","Quebec","2016A000224","Job vacancy rate","Percentage","242","units","0","v1374464821","20.3","3.8","A","","","1"
"2020-01","Gaspésie-Îles-de-la-Madeleine, Quebec","2016S05002410","Job vacancies","Number","223","units","0","v1374464822","21.1","955","C","","","0"
"2020-01","Gaspésie-Îles-de-la-Madeleine, Quebec","2016S05002410","Payroll employees","Number","223","units","0","v1374464823","21.2","28170","A","","","0"
"2020-01","Gaspésie-Îles-de-la-Madeleine, Quebec","2016S05002410","Job vacancy rate","Percentage","242","units","0","v1374464824","21.3","3.3","C","","","1"
"2020-01","Bas-Saint-Laurent, Quebec","2016S05002415","Job vacancies","Number","223","units","0","v1374464825","22.1","3090","B","","","0"
"2020-01","Bas-Saint-Laurent, Quebec","2016S05002415","Payroll employees","Number","223","units","0","v1374464826","22.2","75595","A","","","0"
"2020-01","Bas-Saint-Laurent, Quebec","2016S05002415","Job vacancy rate","Percentage","242","units","0","v1374464827","22.3","3.9","B","","","1"
"2020-01","Capitale-Nationale, Quebec","2016S05002420","Job vacancies","Number","223","units","0","v1374464828","23.1","15365","B","","","0"
"2020-01","Capitale-Nationale, Quebec","2016S05002420","Payroll employees","Number","223","units","0","v1374464829","23.2","344585","A","","","0"
"2020-01","Capitale-Nationale, Quebec","2016S05002420","Job vacancy rate","Percentage","242","units","0","v1374464830","23.3","4.3","A","","","1"
"2020-01","Chaudière-Appalaches, Quebec","2016S05002425","Job vacancies","Number","223","units","0","v1374464831","24.1","7850","B","","","0"
"2020-01","Chaudière-Appalaches, Quebec","2016S05002425","Payroll employees","Number","223","units","0","v1374464832","24.2","181455","A","","","0"
"2020-01","Chaudière-Appalaches, Quebec","2016S05002425","Job vacancy rate","Percentage","242","units","0","v1374464833","24.3","4.1","B","","","1"
"2020-01","Estrie, Quebec","2016S05002430","Job vacancies","Number","223","units","0","v1374464834","25.1","5860","B","","","0"
"2020-01","Estrie, Quebec","2016S05002430","Payroll employees","Number","223","units","0","v1374464835","25.2","132460","A","","","0"
"2020-01","Estrie, Quebec","2016S05002430","Job vacancy rate","Percentage","242","units","0","v1374464836","25.3","4.2","A","","","1"
"2020-01","Centre-du-Québec, Quebec","2016S05002433","Job vacancies","Number","223","units","0","v1374464837","26.1","4660","B","","","0"
"2020-01","Centre-du-Québec, Quebec","2016S05002433","Payroll employees","Number","223","units","0","v1374464838","26.2","113640","A","","","0"
"2020-01","Centre-du-Québec, Quebec","2016S05002433","Job vacancy rate","Percentage","242","units","0","v1374464839","26.3","3.9","B","","","1"
"2020-01","Montérégie, Quebec","2016S05002435","Job vacancies","Number","223","units","0","v1374464840","27.1","24985","A","","","0"
"2020-01","Montérégie, Quebec","2016S05002435","Payroll employees","Number","223","units","0","v1374464841","27.2","553370","A","","","0"
"2020-01","Montérégie, Quebec","2016S05002435","Job vacancy rate","Percentage","242","units","0","v1374464842","27.3","4.3","A","","","1"
"2020-01","Montréal, Quebec","2016S05002440","Job vacancies","Number","223","units","0","v1374464843","28.1","46005","A","","","0"
"2020-01","Montréal, Quebec","2016S05002440","Payroll employees","Number","223","units","0","v1374464844","28.2","1276265","A","","","0"
"2020-01","Montréal, Quebec","2016S05002440","Job vacancy rate","Percentage","242","units","0","v1374464845","28.3","3.5","A","","","1"
"2020-01","Laval, Quebec","2016S05002445","Job vacancies","Number","223","units","0","v1374464846","29.1","6500","C","","","0"
"2020-01","Laval, Quebec","2016S05002445","Payroll employees","Number","223","units","0","v1374464847","29.2","166430","A","","","0"
"2020-01","Laval, Quebec","2016S05002445","Job vacancy rate","Percentage","242","units","0","v1374464848","29.3","3.8","B","","","1"
"2020-01","Lanaudière, Quebec","2016S05002450","Job vacancies","Number","223","units","0","v1374464849","30.1","5440","B","","","0"
"2020-01","Lanaudière, Quebec","2016S05002450","Payroll employees","Number","223","units","0","v1374464850","30.2","154250","A","","","0"
"2020-01","Lanaudière, Quebec","2016S05002450","Job vacancy rate","Percentage","242","units","0","v1374464851","30.3","3.4","B","","","1"
"2020-01","Laurentides, Quebec","2016S05002455","Job vacancies","Number","223","units","0","v1374464852","31.1","8520","B","","","0"
"2020-01","Laurentides, Quebec","2016S05002455","Payroll employees","Number","223","units","0","v1374464853","31.2","199175","A","","","0"
"2020-01","Laurentides, Quebec","2016S05002455","Job vacancy rate","Percentage","242","units","0","v1374464854","31.3","4.1","B","","","1"
"2020-01","Outaouais, Quebec","2016S05002460","Job vacancies","Number","223","units","0","v1374464855","32.1","3625","B","","","0"
"2020-01","Outaouais, Quebec","2016S05002460","Payroll employees","Number","223","units","0","v1374464856","32.2","108340","A","","","0"
"2020-01","Outaouais, Quebec","2016S05002460","Job vacancy rate","Percentage","242","units","0","v1374464857","32.3","3.2","B","","","1"
"2020-01","Abitibi-Témiscamingue, Quebec","2016S05002465","Job vacancies","Number","223","units","0","v1374464858","33.1","2455","B","","","0"
"2020-01","Abitibi-Témiscamingue, Quebec","2016S05002465","Payroll employees","Number","223","units","0","v1374464859","33.2","69500","A","","","0"
"2020-01","Abitibi-Témiscamingue, Quebec","2016S05002465","Job vacancy rate","Percentage","242","units","0","v1374464860","33.3","3.4","B","","","1"
"2020-01","Mauricie, Quebec","2016S05002470","Job vacancies","Number","223","units","0","v1374464861","34.1","3105","B","","","0"
"2020-01","Mauricie, Quebec","2016S05002470","Payroll employees","Number","223","units","0","v1374464862","34.2","94060","A","","","0"
"2020-01","Mauricie, Quebec","2016S05002470","Job vacancy rate","Percentage","242","units","0","v1374464863","34.3","3.2","B","","","1"
"2020-01","Saguenay-Lac-Saint-Jean, Quebec","2016S05002475","Job vacancies","Number","223","units","0","v1374464864","35.1","3320","B","","","0"
"2020-01","Saguenay-Lac-Saint-Jean, Quebec","2016S05002475","Payroll employees","Number","223","units","0","v1374464865","35.2","102365","A","","","0"
"2020-01","Saguenay-Lac-Saint-Jean, Quebec","2016S05002475","Job vacancy rate","Percentage","242","units","0","v1374464866","35.3","3.1","B","","","1"
"2020-01","Côte-Nord and Nord-du-Québec, Quebec","","Job vacancies","Number","223","units","0","v1374464867","36.1","1940","B","","","0"
"2020-01","Côte-Nord and Nord-du-Québec, Quebec","","Payroll employees","Number","223","units","0","v1374464868","36.2","52500","B","","","0"
"2020-01","Côte-Nord and Nord-du-Québec, Quebec","","Job vacancy rate","Percentage","242","units","0","v1374464869","36.3","3.6","B","","","1"
"2020-01","Ontario","2016A000235","Job vacancies","Number","223","units","0","v1374464870","37.1","199185","A","","","0"
"2020-01","Ontario","2016A000235","Payroll employees","Number","223","units","0","v1374464871","37.2","6348015","A","","","0"
"2020-01","Ontario","2016A000235","Job vacancy rate","Percentage","242","units","0","v1374464872","37.3","3.0","A","","","1"
"2020-01","Ottawa, Ontario","2016S05003510","Job vacancies","Number","223","units","0","v1374464873","38.1","19935","A","","","0"
"2020-01","Ottawa, Ontario","2016S05003510","Payroll employees","Number","223","units","0","v1374464874","38.2","576580","A","","","0"
"2020-01","Ottawa, Ontario","2016S05003510","Job vacancy rate","Percentage","242","units","0","v1374464875","38.3","3.3","A","","","1"
"2020-01","Kingston-Pembroke, Ontario","2016S05003515","Job vacancies","Number","223","units","0","v1374464876","39.1","5590","B","","","0"
"2020-01","Kingston-Pembroke, Ontario","2016S05003515","Payroll employees","Number","223","units","0","v1374464877","39.2","173730","A","","","0"
"2020-01","Kingston-Pembroke, Ontario","2016S05003515","Job vacancy rate","Percentage","242","units","0","v1374464878","39.3","3.1","B","","","1"
"2020-01","Muskoka-Kawarthas, Ontario","2016S05003520","Job vacancies","Number","223","units","0","v1374464879","40.1","4350","B","","","0"
"2020-01","Muskoka-Kawarthas, Ontario","2016S05003520","Payroll employees","Number","223","units","0","v1374464880","40.2","126520","A","","","0"
"2020-01","Muskoka-Kawarthas, Ontario","2016S05003520","Job vacancy rate","Percentage","242","units","0","v1374464881","40.3","3.3","B","","","1"
"2020-01","Toronto, Ontario","2016S05003530","Job vacancies","Number","223","units","0","v1374464882","41.1","96060","A","","","0"
"2020-01","Toronto, Ontario","2016S05003530","Payroll employees","Number","223","units","0","v1374464883","41.2","3239830","A","","","0"
"2020-01","Toronto, Ontario","2016S05003530","Job vacancy rate","Percentage","242","units","0","v1374464884","41.3","2.9","A","","","1"
"2020-01","Kitchener-Waterloo-Barrie, Ontario","2016S05003540","Job vacancies","Number","223","units","0","v1374464885","42.1","19230","A","","","0"
"2020-01","Kitchener-Waterloo-Barrie, Ontario","2016S05003540","Payroll employees","Number","223","units","0","v1374464886","42.2","582080","A","","","0"
"2020-01","Kitchener-Waterloo-Barrie, Ontario","2016S05003540","Job vacancy rate","Percentage","242","units","0","v1374464887","42.3","3.2","A","","","1"
"2020-01","Hamilton-Niagara Peninsula, Ontario","2016S05003550","Job vacancies","Number","223","units","0","v1374464888","43.1","20535","B","","","0"
"2020-01","Hamilton-Niagara Peninsula, Ontario","2016S05003550","Payroll employees","Number","223","units","0","v1374464889","43.2","647885","A","","","0"
"2020-01","Hamilton-Niagara Peninsula, Ontario","2016S05003550","Job vacancy rate","Percentage","242","units","0","v1374464890","43.3","3.1","A","","","1"
"2020-01","London, Ontario","2016S05003560","Job vacancies","Number","223","units","0","v1374464891","44.1","9925","B","","","0"
"2020-01","London, Ontario","2016S05003560","Payroll employees","Number","223","units","0","v1374464892","44.2","290145","A","","","0"
"2020-01","London, Ontario","2016S05003560","Job vacancy rate","Percentage","242","units","0","v1374464893","44.3","3.3","B","","","1"
"2020-01","Windsor-Sarnia, Ontario","2016S05003570","Job vacancies","Number","223","units","0","v1374464894","45.1","7435","B","","","0"
"2020-01","Windsor-Sarnia, Ontario","2016S05003570","Payroll employees","Number","223","units","0","v1374464895","45.2","251360","A","","","0"
"2020-01","Windsor-Sarnia, Ontario","2016S05003570","Job vacancy rate","Percentage","242","units","0","v1374464896","45.3","2.9","B","","","1"
"2020-01","Stratford-Bruce Peninsula, Ontario","2016S05003580","Job vacancies","Number","223","units","0","v1374464897","46.1","4860","B","","","0"
"2020-01","Stratford-Bruce Peninsula, Ontario","2016S05003580","Payroll employees","Number","223","units","0","v1374464898","46.2","139565","A","","","0"
"2020-01","Stratford-Bruce Peninsula, Ontario","2016S05003580","Job vacancy rate","Percentage","242","units","0","v1374464899","46.3","3.4","B","","","1"
"2020-01","Northeast, Ontario","2016S05003590","Job vacancies","Number","223","units","0","v1374464900","47.1","7555","B","","","0"
"2020-01","Northeast, Ontario","2016S05003590","Payroll employees","Number","223","units","0","v1374464901","47.2","218390","A","","","0"
"2020-01","Northeast, Ontario","2016S05003590","Job vacancy rate","Percentage","242","units","0","v1374464902","47.3","3.3","B","","","1"
"2020-01","Northwest, Ontario","2016S05003595","Job vacancies","Number","223","units","0","v1374464903","48.1","3715","B","","","0"
"2020-01","Northwest, Ontario","2016S05003595","Payroll employees","Number","223","units","0","v1374464904","48.2","101930","A","","","0"
"2020-01","Northwest, Ontario","2016S05003595","Job vacancy rate","Percentage","242","units","0","v1374464905","48.3","3.5","B","","","1"
"2020-01","Manitoba","2016A000246","Job vacancies","Number","223","units","0","v1374464906","49.1","17580","A","","","0"
"2020-01","Manitoba","2016A000246","Payroll employees","Number","223","units","0","v1374464907","49.2","589750","A","","","0"
"2020-01","Manitoba","2016A000246","Job vacancy rate","Percentage","242","units","0","v1374464908","49.3","2.9","A","","","1"
